zb_Cd_Se.cif,0.018727439641704976,Cd,Se,4
zb_Ba_Se.cif,0.11278446177186809,Ba,Se,4
zb_Hg_Se.cif,0.0,Hg,Se,4
zb_Li_Br.cif,0.18139388482139296,Li,Br,4
zb_K_Br.cif,0.15602125429819014,K,Br,4
zb_Cu_Br.cif,0.017900580552343982,Cu,Br,4
zb_Rb_Br.cif,0.1517351475225785,Rb,Br,4
zb_Cs_Br.cif,0.15246440049010201,Cs,Br,4
zb_Au_Br.cif,-3.674929286048857e-08,Au,Br,4
zb_B_Sb.cif,0.08969399908459445,B,Sb,4
zb_Al_Sb.cif,0.04685902332640897,Al,Sb,4
zb_Ga_Sb.cif,0.0,Ga,Sb,4
zb_In_Sb.cif,0.10898671634907947,In,Sb,4
zb_Tl_Sb.cif,0.08427024444990065,Tl,Sb,4
zb_Be_Te.cif,0.13312431338711986,Be,Te,4
zb_Mg_Te.cif,0.0852069104263288,Mg,Te,4
zb_Ca_Te.cif,0.11345557735808633,Ca,Te,4
zb_Zn_Te.cif,0.03944301602716238,Zn,Te,4
zb_Sr_Te.cif,0.10523696550276665,Sr,Te,4
zb_Cd_Te.cif,0.02148363660624162,Cd,Te,4
zb_Ba_Te.cif,0.10969671268714411,Ba,Te,4
zb_Hg_Te.cif,0.0,Hg,Te,4
zb_Li_I.cif,0.161070937880857,Li,I,4
zb_Na_I.cif,0.13913458673586704,Na,I,4
zb_Cu_I.cif,0.0432281931917927,Cu,I,4
zb_Rb_I.cif,0.13937525785481036,Rb,I,4
zb_Ag_I.cif,0.050250983057432065,Ag,I,4
zb_Cs_I.cif,0.14148731321408836,Cs,I,4
zb_Au_I.cif,3.674929286048857e-08,Au,I,4
rs_Ag_Br.cif,0.09688770991132796,Ag,Br,6
rs_Ag_Cl.cif,0.11013039109219072,Ag,Cl,6
rs_Ag_I.cif,0.09645436224991706,Ag,I,6
rs_Al_N.cif,0.21930956348798059,Al,N,6
rs_Al_P.cif,0.1401852490187484,Al,P,6
rs_Al_Sb.cif,0.07032241783763084,Al,Sb,6
rs_Au_Br.cif,0.3479600914608503,Au,Br,6
rs_Au_Cl.cif,0.3818697664620089,Au,Cl,6
rs_Au_F.cif,0.5603222746321412,Au,F,6
rs_Au_I.cif,0.06742705130103152,Au,I,6
rs_B_As.cif,0.14730682098359676,B,As,6
rs_B_N.cif,0.37265410954209127,B,N,6
rs_B_P.cif,0.24994546448395544,B,P,6
rs_Ba_O.cif,0.14670468382007765,Ba,O,6
rs_Ba_Se.cif,0.11933748542687181,Ba,Se,6
rs_Ba_Te.cif,0.11071275713615088,Ba,Te,6
rs_Be_O.cif,0.31790357981611383,Be,O,6
rs_Be_Se.cif,0.15586128462636842,Be,Se,6
rs_Be_Te.cif,0.13698442235989272,Be,Te,6
rs_Ca_O.cif,0.1828028527096641,Ca,O,6
rs_Ca_S.cif,0.15616266557711728,Ca,S,6
rs_Ca_Se.cif,0.13225515586167644,Ca,Se,6
rs_Ca_Te.cif,0.11336557833987097,Ca,Te,6
rs_Cd_O.cif,0.0504819891123531,Cd,O,6
rs_Cd_S.cif,0.07881760487101852,Cd,S,6
rs_Cd_Se.cif,0.05559866665590465,Cd,Se,6
rs_Cd_Te.cif,0.055402719426372524,Cd,Te,6
rs_Cs_Br.cif,0.09970331835515336,Cs,Br,6
rs_Cs_Cl.cif,0.12076889500581407,Cs,Cl,6
rs_Cs_F.cif,0.14917753160939326,Cs,F,6
rs_Cs_I.cif,0.11623899342136593,Cs,I,6
rs_Cu_Br.cif,0.07758914950927812,Cu,Br,6
rs_Cu_Cl.cif,0.07880459562134592,Cu,Cl,6
rs_Cu_F.cif,0.5583212388865947,Cu,F,6
rs_Cu_I.cif,0.10528062366268491,Cu,I,6
rs_Ga_As.cif,0.04424236342686361,Ga,As,6
rs_Ga_N.cif,0.1140112266661369,Ga,N,6
rs_Ga_P.cif,0.08371286792508563,Ga,P,6
rs_Ga_Sb.cif,0.03577392987867834,Ga,Sb,6
rs_Hg_O.cif,0.5239046441397185,Hg,O,6
rs_Hg_S.cif,0.04518417430429221,Hg,S,6
rs_Hg_Te.cif,0.03154346153245748,Hg,Te,6
rs_In_As.cif,0.03518527970563903,In,As,6
rs_In_N.cif,0.05661890052429753,In,N,6
rs_In_P.cif,0.062319487582109374,In,P,6
rs_In_Sb.cif,0.03167057733646191,In,Sb,6
rs_K_Cl.cif,0.11437010813294579,K,Cl,6
rs_K_F.cif,0.11509498793461893,K,F,6
rs_K_I.cif,0.11937753002882309,K,I,6
rs_Li_Br.cif,0.1917718116266092,Li,Br,6
rs_Li_Cl.cif,0.24033721486840923,Li,Cl,6
rs_Li_F.cif,0.288788719924368,Li,F,6
rs_Li_I.cif,0.16711277887217132,Li,I,6
rs_Mg_O.cif,0.18349565037867002,Mg,O,6
rs_Mg_S.cif,0.15109093241873414,Mg,S,6
rs_Mg_Se.cif,0.11009761072295918,Mg,Se,6
rs_Mg_Te.cif,0.09830336617089969,Mg,Te,6
rs_Na_Br.cif,0.12247373145090498,Na,Br,6
rs_Na_Cl.cif,0.15686533667863606,Na,Cl,6
rs_Na_F.cif,0.14745321803908631,Na,F,6
rs_Na_I.cif,0.14137622010177112,Na,I,6
rs_Rb_Br.cif,0.0827598731353608,Rb,Br,6
rs_Rb_Cl.cif,0.10445841960625055,Rb,Cl,6
rs_Rb_F.cif,0.11068863747276776,Rb,F,6
rs_Rb_I.cif,0.10751423355547877,Rb,I,6
rs_Sr_O.cif,0.15203079558364113,Sr,O,6
rs_Sr_S.cif,0.14417475225168305,Sr,S,6
rs_Sr_Te.cif,0.11392368985054321,Sr,Te,6
rs_Tl_As.cif,0.015487511735245721,Tl,As,6
rs_Tl_N.cif,0.4100760982083911,Tl,N,6
rs_Tl_P.cif,0.027197784153118985,Tl,P,6
rs_Tl_Sb.cif,0.013712043149276938,Tl,Sb,6
rs_Zn_O.cif,0.09375189275154247,Zn,O,6
rs_Zn_S.cif,0.10892486728919526,Zn,S,6
rs_Zn_Se.cif,0.0731944853225566,Zn,Se,6
rs_Zn_Te.cif,0.06724113662845031,Zn,Te,6
