zb_Hg_Te.cif,0.0,Hg,Te,4
zb_Li_I.cif,4.382967,Li,I,4
zb_Na_I.cif,3.786048,Na,I,4
zb_Cu_I.cif,1.1763,Cu,I,4
zb_Rb_I.cif,3.792597,Rb,I,4
zb_Ag_I.cif,1.3674,Ag,I,4
zb_Cs_I.cif,3.850069,Cs,I,4
zb_Au_I.cif,1e-06,Au,I,4
rs_Ag_Br.cif,2.636451,Ag,Br,6
rs_Ag_Cl.cif,2.996803,Ag,Cl,6
rs_Ag_I.cif,2.624659,Ag,I,6
rs_Al_N.cif,5.967722,Al,N,6
rs_Al_P.cif,3.814638,Al,P,6
rs_Al_Sb.cif,1.913572,Al,Sb,6
rs_Au_Br.cif,9.468484,Au,Br,6
rs_Au_Cl.cif,10.391214,Au,Cl,6
rs_Au_F.cif,15.247158,Au,F,6
rs_Au_I.cif,1.834785,Au,I,6
rs_B_As.cif,4.008426,B,As,6
rs_B_N.cif,10.140443,B,N,6
rs_B_P.cif,6.801368,B,P,6
rs_Ba_O.cif,3.992041,Ba,O,6
rs_Ba_Se.cif,3.247341,Ba,Se,6
rs_Ba_Te.cif,3.01265,Ba,Te,6
rs_Be_O.cif,8.650604,Be,O,6
rs_Be_Se.cif,4.241205,Be,Se,6
rs_Be_Te.cif,3.727539,Be,Te,6
rs_Ca_O.cif,4.974323,Ca,O,6
rs_Ca_S.cif,4.249406,Ca,S,6
rs_Ca_Se.cif,3.598849,Ca,Se,6
rs_Ca_Te.cif,3.084837,Ca,Te,6
rs_Cd_O.cif,1.373686,Cd,O,6
rs_Cd_S.cif,2.144738,Cd,S,6
rs_Cd_Se.cif,1.512918,Cd,Se,6
rs_Cd_Te.cif,1.507586,Cd,Te,6
rs_Cs_Br.cif,2.71306767,Cs,Br,6
rs_Cs_Cl.cif,3.28629167,Cs,Cl,6
rs_Cs_F.cif,4.05933067,Cs,F,6
rs_Cs_I.cif,3.16302667,Cs,I,6
rs_Cu_Br.cif,2.11131,Cu,Br,6
rs_Cu_Cl.cif,2.144384,Cu,Cl,6
rs_Cu_F.cif,15.192707,Cu,F,6
rs_Cu_I.cif,2.864834,Cu,I,6
rs_Ga_As.cif,1.203897,Ga,As,6
rs_Ga_N.cif,3.102406,Ga,N,6
rs_Ga_P.cif,2.277945,Ga,P,6
rs_Ga_Sb.cif,0.973459,Ga,Sb,6
rs_Hg_O.cif,14.256183,Hg,O,6
rs_Hg_S.cif,1.229525,Hg,S,6
rs_Hg_Te.cif,0.858342,Hg,Te,6
rs_In_As.cif,0.957441,In,As,6
rs_In_N.cif,1.54068,In,N,6
rs_In_P.cif,1.695801,In,P,6
rs_In_Sb.cif,0.861801,In,Sb,6
rs_K_Cl.cif,3.11217167,K,Cl,6
rs_K_F.cif,3.13189667,K,F,6
rs_K_I.cif,3.24843067,K,I,6
rs_Li_Br.cif,5.218381,Li,Br,6
rs_Li_Cl.cif,6.539914,Li,Cl,6
rs_Li_F.cif,7.85834767,Li,F,6
rs_Li_I.cif,4.547374,Li,I,6
rs_Mg_O.cif,4.993175,Mg,O,6
rs_Mg_S.cif,4.111397,Mg,S,6
rs_Mg_Se.cif,2.995911,Mg,Se,6
rs_Mg_Te.cif,2.674973,Mg,Te,6
rs_Na_Br.cif,3.33268267,Na,Br,6
rs_Na_Cl.cif,4.26852667,Na,Cl,6
rs_Na_F.cif,4.01240967,Na,F,6
rs_Na_I.cif,3.847046,Na,I,6
rs_Rb_Br.cif,2.25201267,Rb,Br,6
rs_Rb_Cl.cif,2.84246067,Rb,Cl,6
rs_Rb_F.cif,3.01199367,Rb,F,6
rs_Rb_I.cif,2.92561367,Rb,I,6
rs_Sr_O.cif,4.136972,Sr,O,6
rs_Sr_S.cif,3.923198,Sr,S,6
rs_Sr_Te.cif,3.100024,Sr,Te,6
rs_Tl_As.cif,0.421437,Tl,As,6
rs_Tl_N.cif,11.158748,Tl,N,6
rs_Tl_P.cif,0.74009,Tl,P,6
rs_Tl_Sb.cif,0.373124,Tl,Sb,6
rs_Zn_O.cif,2.551121,Zn,O,6
rs_Zn_S.cif,2.963999,Zn,S,6
rs_Zn_Se.cif,1.991725,Zn,Se,6
rs_Zn_Te.cif,1.829726,Zn,Te,6
cscl_Ag_Br.cif,2.603516,Ag,Br,8
cscl_Ag_Cl.cif,2.90816,Ag,Cl,8
cscl_Ag_F.cif,1.284166,Ag,F,8
cscl_Al_As.cif,3.064811,Al,As,8
cscl_Al_N.cif,4.558516,Al,N,8
cscl_Al_P.cif,4.259965,Al,P,8
cscl_Al_Sb.cif,2.724856,Al,Sb,8
cscl_Au_Br.cif,1.702766,Au,Br,8
cscl_Au_Cl.cif,1.572649,Au,Cl,8
cscl_Au_F.cif,14.551973,Au,F,8
cscl_Au_I.cif,1.905994,Au,I,8
cscl_B_As.cif,3.428784,B,As,8
cscl_B_N.cif,5.726957,B,N,8
cscl_B_P.cif,5.613673,B,P,8
cscl_B_Sb.cif,2.780264,B,Sb,8
cscl_Ba_O.cif,2.458951,Ba,O,8
cscl_Ba_S.cif,2.352874,Ba,S,8
cscl_Ba_Se.cif,2.218645,Ba,Se,8
cscl_Ba_Te.cif,2.004115,Ba,Te,8
cscl_Be_O.cif,6.441715,Be,O,8
cscl_Be_S.cif,4.919513,Be,S,8
cscl_Be_Se.cif,3.902531,Be,Se,8
cscl_Be_Te.cif,3.631881,Be,Te,8
cscl_Ca_O.cif,3.883655,Ca,O,8
cscl_Ca_S.cif,3.165783,Ca,S,8
cscl_Cd_O.cif,1.742563,Cd,O,8
cscl_Cd_S.cif,2.218195,Cd,S,8
cscl_Cd_Se.cif,1.965956,Cd,Se,8
cscl_Cd_Te.cif,2.064074,Cd,Te,8
cscl_Cs_Br.cif,4.07202567,Cs,Br,8
cscl_Cs_Cl.cif,4.86481867,Cs,Cl,8
cscl_Cs_F.cif,5.60502467,Cs,F,8
cscl_Cs_I.cif,4.269929,Cs,I,8
cscl_Cu_Br.cif,1.996243,Cu,Br,8
cscl_Cu_Cl.cif,1.918316,Cu,Cl,8
cscl_Cu_I.cif,2.38766,Cu,I,8
cscl_Ga_As.cif,2.136693,Ga,As,8
cscl_Ga_N.cif,2.547813,Ga,N,8
cscl_Ga_P.cif,2.704812,Ga,P,8
cscl_Ga_Sb.cif,2.04816,Ga,Sb,8
cscl_Hg_S.cif,1.608075,Hg,S,8
cscl_Hg_Se.cif,1.492841,Hg,Se,8
cscl_Hg_Te.cif,1.578885,Hg,Te,8
cscl_In_As.cif,1.834888,In,As,8
cscl_In_N.cif,1.741896,In,N,8
cscl_In_P.cif,2.159573,In,P,8
cscl_In_Sb.cif,1.77567,In,Sb,8
cscl_K_Br.cif,3.54167467,K,Br,8
cscl_K_Cl.cif,4.37556567,K,Cl,8
cscl_K_F.cif,4.67162067,K,F,8
cscl_K_I.cif,4.197511,K,I,8
cscl_Li_Br.cif,4.828271,Li,Br,8
cscl_Li_Cl.cif,6.037305,Li,Cl,8
cscl_Li_F.cif,8.13571967,Li,F,8
cscl_Li_I.cif,4.109313,Li,I,8
cscl_Mg_O.cif,4.848789,Mg,O,8
cscl_Mg_S.cif,3.786297,Mg,S,8
cscl_Mg_Te.cif,2.895499,Mg,Te,8
cscl_Na_Br.cif,3.81848667,Na,Br,8
cscl_Na_Cl.cif,4.94083767,Na,Cl,8
cscl_Na_F.cif,5.19703867,Na,F,8
cscl_Rb_Br.cif,3.39352667,Rb,Br,8
cscl_Rb_Cl.cif,4.14266467,Rb,Cl,8
cscl_Rb_I.cif,4.07187867,Rb,I,8
cscl_Sr_O.cif,3.614725,Sr,O,8
cscl_Sr_Se.cif,2.894905,Sr,Se,8
cscl_Sr_Te.cif,2.572346,Sr,Te,8
cscl_Tl_As.cif,1.315976,Tl,As,8
cscl_Tl_N.cif,1.046334,Tl,N,8
cscl_Tl_P.cif,1.422892,Tl,P,8
cscl_Tl_Sb.cif,1.341774,Tl,Sb,8
cscl_Zn_O.cif,2.609231,Zn,O,8
cscl_Zn_S.cif,2.826156,Zn,S,8
cscl_Zn_Se.cif,2.429901,Zn,Se,8
cscl_Zn_Te.cif,2.381419,Zn,Te,8
